City,Latitude,Longitudes,Elevation,Date,Precipitation,Temperature,HCHO_reading
Kurunegala Proper,7.467,80.367,116.0,2021-08-14,0.0,81,2.1732439866352268e-06
Kurunegala Proper,7.467,80.367,116.0,2023-03-22,0.0,84,0.00022053706456293565
Kurunegala Proper,7.467,80.367,116.0,2023-04-19,0.0,86,0.00020542138154144046
Kurunegala Proper,7.467,80.367,116.0,2019-07-11,1.02,83,0.00010343057359623365
Kurunegala Proper,7.467,80.367,116.0,2021-09-12,0.0,82,9.116130707925839e-05
Kurunegala Proper,7.467,80.367,116.0,2022-07-11,0.0,80,6.93188436600988e-05
Kurunegala Proper,7.467,80.367,116.0,2022-08-09,0.0,80,8.734725928536247e-05
Kurunegala Proper,7.467,80.367,116.0,2022-10-16,0.06,79,0.00016245597349237676
Kurunegala Proper,7.467,80.367,116.0,2023-04-05,5.72,83,0.00015852381523441853
Kurunegala Proper,7.467,80.367,116.0,2023-10-06,0.46,78,0.000212738736227309
Colombo Proper,6.9,79.867,7.0,2019-04-02,0.0,85,0.0002688230247372582
Colombo Proper,6.9,79.867,7.0,2019-06-29,0.0,85,7.340520263976472e-05
Colombo Proper,6.9,79.867,7.0,2019-08-10,2.03,79,0.00018061150539673202
Colombo Proper,6.9,79.867,7.0,2019-08-17,0.0,83,0.00016857315495144576
Colombo Proper,6.9,79.867,7.0,2020-02-06,0.0,83,0.00022863024643044458
Colombo Proper,6.9,79.867,7.0,2020-08-13,0.0,83,6.824330114802585e-05
Kurunegala Proper,7.467,80.367,116.0,2019-07-30,0.0,85,6.217228796589053e-05
Kurunegala Proper,7.467,80.367,116.0,2020-01-07,0.0,84,7.794366560654974e-05
Kurunegala Proper,7.467,80.367,116.0,2020-03-09,0.0,87,0.00014985650872937343
Kurunegala Proper,7.467,80.367,116.0,2020-11-28,0.0,82,0.00014437134168678294
Kurunegala Proper,7.467,80.367,116.0,2022-01-13,0.0,83,0.00013239690119383636
Kurunegala Proper,7.467,80.367,116.0,2022-05-07,0.0,85,0.00010320509924521116
Kurunegala Proper,7.467,80.367,116.0,2022-08-05,0.43,79,8.863760797816462e-05
Kurunegala Proper,7.467,80.367,116.0,2022-09-10,0.0,82,3.667612457703497e-05
Kurunegala Proper,7.467,80.367,116.0,2023-09-03,1.62,78,0.00010185751160009432
Kurunegala Proper,7.467,80.367,116.0,2023-09-29,1.04,77,0.00023901485159120715
Kurunegala Proper,7.467,80.367,116.0,2023-11-15,0.17,80,4.460808653476598e-05
Colombo Proper,6.9,79.867,7.0,2019-01-15,0.06,81,6.374417842690063e-05
Colombo Proper,6.9,79.867,7.0,2019-05-13,0.02,87,2.4982204901168622e-05
Colombo Proper,6.9,79.867,7.0,2019-06-07,0.38,84,0.00011269121295912238
Colombo Proper,6.9,79.867,7.0,2019-11-16,0.18,80,0.00011812695955077446
Colombo Proper,6.9,79.867,7.0,2020-05-27,0.59,83,9.85630609279427e-05
Kurunegala Proper,7.467,80.367,116.0,2020-01-19,0.0,84,0.0001419667766806431
Kurunegala Proper,7.467,80.367,116.0,2020-02-08,0.0,82,0.00020767675661505743
Kurunegala Proper,7.467,80.367,116.0,2020-11-27,0.0,82,0.00019309155917011047
Kurunegala Proper,7.467,80.367,116.0,2021-10-31,1.99,79,0.00017922892285114514
Kurunegala Proper,7.467,80.367,116.0,2021-12-09,0.04,81,2.4052432959986395e-05
Kurunegala Proper,7.467,80.367,116.0,2023-09-26,0.1,79,0.00025027604389002065
Kurunegala Proper,7.467,80.367,116.0,2023-10-19,0.02,78,0.0001337390396610628
Colombo Proper,6.9,79.867,7.0,2020-07-11,0.0,82,0.00011396247873179694
Kurunegala Proper,7.467,80.367,116.0,2019-03-12,0.0,83,0.00016623092922887905
Kurunegala Proper,7.467,80.367,116.0,2019-07-02,0.0,84,0.00010498767906847643
Kurunegala Proper,7.467,80.367,116.0,2020-02-07,0.0,81,0.00020096604984333488
Kurunegala Proper,7.467,80.367,116.0,2020-06-08,0.15,83,8.715790940186953e-05
Kurunegala Proper,7.467,80.367,116.0,2021-02-22,0.0,85,9.621812379346619e-05
Kurunegala Proper,7.467,80.367,116.0,2022-02-19,0.0,77,0.000159116005139908
Kurunegala Proper,7.467,80.367,116.0,2022-06-11,0.39,80,0.00011382820684467109
Kurunegala Proper,7.467,80.367,116.0,2022-10-21,4.22,76,0.0002090613110926637
Kurunegala Proper,7.467,80.367,116.0,2023-03-24,1.2,80,0.00015886950708449631
Kurunegala Proper,7.467,80.367,116.0,2023-07-15,0.0,83,0.00016228956184175555
Kurunegala Proper,7.467,80.367,116.0,2023-08-01,0.0,83,0.00022197802075384939
Colombo Proper,6.9,79.867,7.0,2019-11-17,0.37,82,0.00021635686380833276
Colombo Proper,6.9,79.867,7.0,2020-06-26,0.09,82,8.871292218125673e-05
Colombo Proper,6.9,79.867,7.0,2020-07-10,0.0,83,0.00012155928752973794
Colombo Proper,6.9,79.867,7.0,2020-09-28,0.05,83,0.00022607882824303855
Kurunegala Proper,7.467,80.367,116.0,2019-01-20,0.0,80,9.756178281847059e-05
Kurunegala Proper,7.467,80.367,116.0,2019-01-28,0.0,82,0.00010804992542427686
Kurunegala Proper,7.467,80.367,116.0,2019-03-18,0.0,86,0.00010313165491341297
Kurunegala Proper,7.467,80.367,116.0,2022-06-19,0.03,81,1.3637816710685737e-06
Kurunegala Proper,7.467,80.367,116.0,2023-03-25,1.64,83,9.74430799520712e-05
Kurunegala Proper,7.467,80.367,116.0,2023-06-09,0.0,84,0.00015714157829230046
Kurunegala Proper,7.467,80.367,116.0,2023-08-16,0.0,83,0.00013998623357503373
Kurunegala Proper,7.467,80.367,116.0,2020-02-24,0.0,84,6.759116487426295e-05
Kurunegala Proper,7.467,80.367,116.0,2020-09-21,0.71,79,9.192671712272518e-05
Kurunegala Proper,7.467,80.367,116.0,2020-10-29,0.0,80,0.00016568339737182622
Kurunegala Proper,7.467,80.367,116.0,2021-07-18,0.02,82,7.082350747214141e-05
Kurunegala Proper,7.467,80.367,116.0,2021-07-19,0.07,83,4.379048518418782e-05
Kurunegala Proper,7.467,80.367,116.0,2022-04-12,0.11,80,0.00010595446154016284
Kurunegala Proper,7.467,80.367,116.0,2022-10-25,0.14,81,0.00022396081316799007
Kurunegala Proper,7.467,80.367,116.0,2023-04-15,0.14,83,0.00022951067611430375
Colombo Proper,6.9,79.867,7.0,2019-05-14,0.33,86,0.00018104380224156247
Colombo Proper,6.9,79.867,7.0,2020-03-16,0.0,83,0.00029029366781574385
Colombo Proper,6.9,79.867,7.0,2020-05-19,0.0,86,0.00023139808786090807
Kurunegala Proper,7.467,80.367,116.0,2020-01-04,0.0,88,0.0001507927537975754
Kurunegala Proper,7.467,80.367,116.0,2020-10-30,0.03,82,0.0003536823742357734
Kurunegala Proper,7.467,80.367,116.0,2021-09-06,0.71,81,9.968243100531519e-05
Kurunegala Proper,7.467,80.367,116.0,2022-06-30,0.02,80,0.00015841344621892017
Kurunegala Proper,7.467,80.367,116.0,2022-10-13,0.0,77,0.00013449277093220463
Kurunegala Proper,7.467,80.367,116.0,2023-01-28,0.0,80,0.00011341433166901495
Kurunegala Proper,7.467,80.367,116.0,2023-10-02,0.33,80,0.00022775365929239365
Kurunegala Proper,7.467,80.367,116.0,2023-11-09,0.23,79,0.00012131627526448
Colombo Proper,6.9,79.867,7.0,2019-01-06,0.0,81,0.00010822967002356709
Colombo Proper,6.9,79.867,7.0,2019-03-13,0.0,84,0.0002548286008604607
Colombo Proper,6.9,79.867,7.0,2020-05-21,0.0,84,7.285785737493001e-05
Kurunegala Proper,7.467,80.367,116.0,2019-07-18,0.2,80,9.116745029585173e-05
Kurunegala Proper,7.467,80.367,116.0,2019-11-12,1.31,83,0.00021657506687333526
Kurunegala Proper,7.467,80.367,116.0,2020-01-29,0.0,83,5.969327432907513e-05
Kurunegala Proper,7.467,80.367,116.0,2020-09-19,0.14,80,9.51957442717937e-05
Kurunegala Proper,7.467,80.367,116.0,2020-10-05,0.0,82,3.818502914891537e-05
Kurunegala Proper,7.467,80.367,116.0,2021-04-15,1.76,78,0.0002008863719787763
Kurunegala Proper,7.467,80.367,116.0,2022-08-04,0.36,78,9.791652796780194e-05
Kurunegala Proper,7.467,80.367,116.0,2022-12-05,0.25,79,9.76812735206545e-05
Kurunegala Proper,7.467,80.367,116.0,2023-12-27,0.47,81,7.547085465739816e-05
Colombo Proper,6.9,79.867,7.0,2019-07-16,0.02,84,9.32507996651824e-05
Kurunegala Proper,7.467,80.367,116.0,2019-05-21,0.0,87,8.681519324789669e-05
Kurunegala Proper,7.467,80.367,116.0,2020-04-01,0.0,85,0.0002447711209357058
Kurunegala Proper,7.467,80.367,116.0,2020-04-08,0.0,86,0.0002542451790271094
Kurunegala Proper,7.467,80.367,116.0,2022-05-10,0.09,83,7.465726169757008e-05
Kurunegala Proper,7.467,80.367,116.0,2023-03-17,0.22,84,0.00020755743398032924
Kurunegala Proper,7.467,80.367,116.0,2023-04-07,0.04,85,0.00019557709281059634
Colombo Proper,6.9,79.867,7.0,2020-07-13,0.0,84,9.876886113591492e-05
Colombo Proper,6.9,79.867,7.0,2020-07-25,0.03,81,0.00022590967043431028
Kurunegala Proper,7.467,80.367,116.0,2019-07-01,0.0,85,0.00011390549806556741
Kurunegala Proper,7.467,80.367,116.0,2019-11-25,0.0,81,0.00011112185080704862
Kurunegala Proper,7.467,80.367,116.0,2020-02-16,0.0,85,0.00016226764836222888
Kurunegala Proper,7.467,80.367,116.0,2020-11-17,0.0,79,0.000198642128038381
Kurunegala Proper,7.467,80.367,116.0,2021-05-23,0.89,79,8.044326336612505e-05
Kurunegala Proper,7.467,80.367,116.0,2021-08-16,0.0,81,6.758354441902225e-05
Kurunegala Proper,7.467,80.367,116.0,2021-12-27,0.0,79,0.0001138283312892321
Kurunegala Proper,7.467,80.367,116.0,2022-08-23,0.05,80,0.00016331331241395563
Colombo Proper,6.9,79.867,7.0,2019-07-08,0.0,87,0.00016067791404394556
Colombo Proper,6.9,79.867,7.0,2020-01-18,0.0,83,0.0001968408803631077
Colombo Proper,6.9,79.867,7.0,2020-03-14,0.0,84,0.0003071506905542914
Colombo Proper,6.9,79.867,7.0,2020-04-27,0.7,86,0.00013544343171042802
Kurunegala Proper,7.467,80.367,116.0,2019-07-17,0.0,82,7.74922514324037e-05
Kurunegala Proper,7.467,80.367,116.0,2019-09-18,0.39,82,5.6747336202533916e-05
Kurunegala Proper,7.467,80.367,116.0,2020-01-05,0.0,85,0.0003289062851294747
Kurunegala Proper,7.467,80.367,116.0,2020-04-09,0.07,83,0.0002598007759578663
Kurunegala Proper,7.467,80.367,116.0,2021-05-03,0.69,79,0.00023032139780690674
Kurunegala Proper,7.467,80.367,116.0,2021-07-20,0.0,83,2.1198268269448596e-05
Kurunegala Proper,7.467,80.367,116.0,2023-12-10,0.01,79,0.00011418861785929548
Colombo Proper,6.9,79.867,7.0,2019-07-20,0.0,83,9.77121531808704e-05
Colombo Proper,6.9,79.867,7.0,2019-07-21,0.0,83,0.0001328017366567373
Colombo Proper,6.9,79.867,7.0,2020-05-22,0.11,82,2.677951647760532e-05
Colombo Proper,6.9,79.867,7.0,2020-09-10,1.44,81,5.287407419503211e-05
Kurunegala Proper,7.467,80.367,116.0,2019-04-09,0.0,87,0.00016451799472138207
Kurunegala Proper,7.467,80.367,116.0,2019-10-24,0.83,76,0.00018420166997247213
Kurunegala Proper,7.467,80.367,116.0,2020-03-21,0.31,85,0.0002272133922326508
Kurunegala Proper,7.467,80.367,116.0,2020-07-08,0.0,84,0.00017958663490824742
Kurunegala Proper,7.467,80.367,116.0,2020-09-04,0.0,83,0.00010979922991659749
Kurunegala Proper,7.467,80.367,116.0,2020-12-18,0.0,78,0.0001179972681836474
Kurunegala Proper,7.467,80.367,116.0,2021-02-27,0.0,83,0.0002282886546883753
Kurunegala Proper,7.467,80.367,116.0,2021-04-27,0.0,85,0.00013281847330320703
Kurunegala Proper,7.467,80.367,116.0,2021-06-04,1.13,80,8.21714289329725e-05
Kurunegala Proper,7.467,80.367,116.0,2021-08-03,0.0,81,0.00011652539753816531
Kurunegala Proper,7.467,80.367,116.0,2021-08-13,0.0,82,0.0002735548407923265
Kurunegala Proper,7.467,80.367,116.0,2022-04-28,0.17,80,9.650046352830688e-05
Colombo Proper,6.9,79.867,7.0,2019-10-07,0.95,80,3.090292903243917e-05
Kurunegala Proper,7.467,80.367,116.0,2019-04-16,0.08,83,0.00022109630996890373
Kurunegala Proper,7.467,80.367,116.0,2019-05-01,0.11,85,0.00015750819496264105
Kurunegala Proper,7.467,80.367,116.0,2019-07-29,0.0,83,0.00015095634242049885
Kurunegala Proper,7.467,80.367,116.0,2019-10-03,0.0,80,0.00015436007279749962
Kurunegala Proper,7.467,80.367,116.0,2019-11-17,1.73,83,8.94978263108342e-05
Kurunegala Proper,7.467,80.367,116.0,2021-07-15,0.0,83,9.860439533896537e-05
Kurunegala Proper,7.467,80.367,116.0,2022-03-23,0.0,83,0.00011001512321611179
Kurunegala Proper,7.467,80.367,116.0,2022-07-03,0.03,79,9.40522257863214e-05
Kurunegala Proper,7.467,80.367,116.0,2022-12-22,0.38,76,0.00016752978411723113
Kurunegala Proper,7.467,80.367,116.0,2023-09-02,0.03,78,7.683826559971326e-05
Colombo Proper,6.9,79.867,7.0,2019-02-11,0.0,82,0.0001981789630254356
Colombo Proper,6.9,79.867,7.0,2019-03-24,0.0,84,0.00022044583732254788
Colombo Proper,6.9,79.867,7.0,2020-01-25,0.0,83,0.00017547566869848365
Kurunegala Proper,7.467,80.367,116.0,2020-06-05,0.01,85,3.4631129143470136e-05
Kurunegala Proper,7.467,80.367,116.0,2020-07-30,0.6,81,5.112448524242198e-05
Kurunegala Proper,7.467,80.367,116.0,2020-12-15,0.0,80,4.206618034698076e-05
Kurunegala Proper,7.467,80.367,116.0,2021-03-22,0.0,83,0.00013634422408358136
Kurunegala Proper,7.467,80.367,116.0,2021-05-11,0.0,83,0.00021706391739146936
Kurunegala Proper,7.467,80.367,116.0,2021-09-04,0.34,79,7.445077091858874e-05
Kurunegala Proper,7.467,80.367,116.0,2021-12-20,0.0,81,0.00018580465847206358
Kurunegala Proper,7.467,80.367,116.0,2022-12-12,0.0,78,8.77061452007031e-05
Kurunegala Proper,7.467,80.367,116.0,2023-10-27,0.0,81,0.00011841388528860717
Kurunegala Proper,7.467,80.367,116.0,2023-11-25,0.0,79,0.00020104492952350596
Colombo Proper,6.9,79.867,7.0,2019-01-03,0.0,81,9.852118897938794e-05
Colombo Proper,6.9,79.867,7.0,2019-05-02,0.04,85,9.860799591446311e-05
Colombo Proper,6.9,79.867,7.0,2019-11-26,0.73,80,0.0001413787106896712
Colombo Proper,6.9,79.867,7.0,2020-03-26,0.22,84,0.000437584784236172
Colombo Proper,6.9,79.867,7.0,2020-09-18,0.35,81,0.00013920503317151194
Kurunegala Proper,7.467,80.367,116.0,2019-04-07,0.0,87,0.0002632298358881271
Kurunegala Proper,7.467,80.367,116.0,2021-01-14,0.2,79,0.0001964068350229079
Kurunegala Proper,7.467,80.367,116.0,2021-10-23,0.13,80,0.00014126421167850583
Kurunegala Proper,7.467,80.367,116.0,2022-04-04,1.85,83,0.000189097366810077
Kurunegala Proper,7.467,80.367,116.0,2022-05-27,0.47,81,0.00012057863226007945
Kurunegala Proper,7.467,80.367,116.0,2022-08-11,0.0,83,0.000121462466413366
Kurunegala Proper,7.467,80.367,116.0,2022-12-31,0.0,77,9.320835987217132e-05
Colombo Proper,6.9,79.867,7.0,2019-03-28,0.0,84,0.00039064522780917377
Colombo Proper,6.9,79.867,7.0,2019-04-16,0.17,81,0.0002496172072792078
Colombo Proper,6.9,79.867,7.0,2019-07-31,0.01,84,9.259486707748455e-05
Kurunegala Proper,7.467,80.367,116.0,2019-06-02,0.0,87,8.689925325647776e-05
Kurunegala Proper,7.467,80.367,116.0,2020-05-16,3.54,83,0.00024643342562312876
Kurunegala Proper,7.467,80.367,116.0,2020-06-23,0.0,83,7.524021053588448e-05
Kurunegala Proper,7.467,80.367,116.0,2020-12-04,1.59,79,0.00017191516215689194
Kurunegala Proper,7.467,80.367,116.0,2021-03-17,0.0,85,0.0001802543587972486
Kurunegala Proper,7.467,80.367,116.0,2021-07-24,0.09,78,4.4778723453354905e-05
Kurunegala Proper,7.467,80.367,116.0,2021-11-11,0.33,79,0.00010102439998774899
Kurunegala Proper,7.467,80.367,116.0,2022-03-26,0.0,85,0.00021245459027300668
Kurunegala Proper,7.467,80.367,116.0,2023-01-13,0.0,78,0.00025942987761640743
Kurunegala Proper,7.467,80.367,116.0,2023-02-08,0.02,81,0.0001500219160879859
Kurunegala Proper,7.467,80.367,116.0,2023-02-13,0.0,80,0.00020530570002465023
Kurunegala Proper,7.467,80.367,116.0,2020-05-27,0.0,83,7.762061057351947e-05
Kurunegala Proper,7.467,80.367,116.0,2021-08-12,0.0,80,0.00021166674883946025
Kurunegala Proper,7.467,80.367,116.0,2022-05-24,0.01,79,9.342987004050691e-05
Kurunegala Proper,7.467,80.367,116.0,2022-12-07,0.0,77,9.424341773584484e-05
Kurunegala Proper,7.467,80.367,116.0,2023-09-11,0.31,77,0.00010014539115400983
Kurunegala Proper,7.467,80.367,116.0,2023-09-25,0.19,81,5.735053179120854e-05
Colombo Proper,6.9,79.867,7.0,2019-03-02,0.0,83,0.0002712782754236325
Colombo Proper,6.9,79.867,7.0,2019-04-10,0.0,87,0.00020450661303659292
Colombo Proper,6.9,79.867,7.0,2019-12-09,0.0,81,0.00016671764391904394
Colombo Proper,6.9,79.867,7.0,2019-12-24,0.04,82,0.0002550241906414324
Colombo Proper,6.9,79.867,7.0,2020-06-04,0.0,85,6.386906709541972e-05
Kurunegala Proper,7.467,80.367,116.0,2019-01-26,0.0,87,0.00016604364391048623
Kurunegala Proper,7.467,80.367,116.0,2019-09-01,0.28,81,8.918204765018657e-05
Kurunegala Proper,7.467,80.367,116.0,2020-08-01,0.07,82,7.168660197888128e-05
Kurunegala Proper,7.467,80.367,116.0,2020-08-23,0.0,84,8.645279245932276e-05
Kurunegala Proper,7.467,80.367,116.0,2021-03-25,0.0,79,8.14317269122092e-05
Kurunegala Proper,7.467,80.367,116.0,2022-01-16,0.0,84,0.0001177059852874686
Kurunegala Proper,7.467,80.367,116.0,2022-06-29,0.0,83,0.0001494374320959611
Kurunegala Proper,7.467,80.367,116.0,2023-07-09,0.0,83,7.880868366422679e-06
Kurunegala Proper,7.467,80.367,116.0,2023-08-26,0.0,85,0.0001739889789018406
Colombo Proper,6.9,79.867,7.0,2019-06-02,0.17,85,0.0001658041001064703
Colombo Proper,6.9,79.867,7.0,2019-10-20,0.65,80,6.604724330827594e-05
Colombo Proper,6.9,79.867,7.0,2020-01-28,0.0,81,0.000231551298848491
Colombo Proper,6.9,79.867,7.0,2020-09-20,0.0,82,0.00015162753890590747
Kurunegala Proper,7.467,80.367,116.0,2019-09-17,0.47,83,6.416595971293917e-05
Kurunegala Proper,7.467,80.367,116.0,2019-12-09,0.0,78,9.200917255719135e-05
Kurunegala Proper,7.467,80.367,116.0,2020-05-12,0.16,84,3.5199528618012745e-05
Kurunegala Proper,7.467,80.367,116.0,2020-06-09,0.04,85,3.850659401201024e-05
Kurunegala Proper,7.467,80.367,116.0,2020-09-25,0.06,79,8.538866282458813e-05
Kurunegala Proper,7.467,80.367,116.0,2020-10-19,0.0,83,0.00011221603219402373
Kurunegala Proper,7.467,80.367,116.0,2021-10-05,0.22,77,0.00015124605148083707
Kurunegala Proper,7.467,80.367,116.0,2022-07-02,0.0,84,7.655770544340532e-05
Kurunegala Proper,7.467,80.367,116.0,2023-05-02,0.59,79,7.767101453903939e-05
Kurunegala Proper,7.467,80.367,116.0,2023-06-15,0.04,83,0.00014047928486829735
Colombo Proper,6.9,79.867,7.0,2019-04-30,0.43,83,9.719887799373021e-05
Colombo Proper,6.9,79.867,7.0,2019-05-23,0.0,83,0.00021712476841732458
Colombo Proper,6.9,79.867,7.0,2020-05-02,0.02,87,0.00023791708481264885
Kurunegala Proper,7.467,80.367,116.0,2019-02-21,0.0,81,0.00014645464815482445
Kurunegala Proper,7.467,80.367,116.0,2019-08-14,0.33,82,0.00012475610256409885
Kurunegala Proper,7.467,80.367,116.0,2019-08-15,0.0,83,0.0001454339518620082
Kurunegala Proper,7.467,80.367,116.0,2019-11-06,0.0,83,0.00020564283486693404
Kurunegala Proper,7.467,80.367,116.0,2020-02-18,0.0,82,8.459391919798319e-05
Kurunegala Proper,7.467,80.367,116.0,2020-06-20,0.0,84,0.0001352342737809337
Kurunegala Proper,7.467,80.367,116.0,2021-01-20,0.01,82,5.928450346605004e-05
Kurunegala Proper,7.467,80.367,116.0,2021-03-28,0.02,79,0.0001430099603165965
Kurunegala Proper,7.467,80.367,116.0,2021-04-12,2.04,79,0.00017165291269917717
Kurunegala Proper,7.467,80.367,116.0,2021-12-23,0.0,79,5.384022160780901e-05
Kurunegala Proper,7.467,80.367,116.0,2022-07-07,0.0,81,8.448526943122153e-05
Kurunegala Proper,7.467,80.367,116.0,2022-07-23,0.63,80,8.510380215899425e-05
Kurunegala Proper,7.467,80.367,116.0,2023-02-09,0.0,79,0.0003841041673286113
Kurunegala Proper,7.467,80.367,116.0,2023-07-19,0.0,83,5.399406327956585e-05
Colombo Proper,6.9,79.867,7.0,2019-07-04,0.0,85,8.317285235618187e-05
Colombo Proper,6.9,79.867,7.0,2019-11-20,0.87,81,0.00011831086490211988
Colombo Proper,6.9,79.867,7.0,2019-12-07,0.0,79,0.0001398665784246576
Colombo Proper,6.9,79.867,7.0,2019-12-15,0.04,81,0.0003485242823259819
Colombo Proper,6.9,79.867,7.0,2020-03-28,0.0,85,0.00033528026934896406
Colombo Proper,6.9,79.867,7.0,2020-06-13,0.0,85,0.00012623315099481348
Colombo Proper,6.9,79.867,7.0,2020-08-17,0.0,84,5.2186635932129836e-05
Kurunegala Proper,7.467,80.367,116.0,2020-09-06,0.13,75,0.00010983494209193234
Kurunegala Proper,7.467,80.367,116.0,2021-03-31,0.0,83,0.00018935157063766503
Kurunegala Proper,7.467,80.367,116.0,2021-07-31,0.0,83,6.06709181649663e-05
Kurunegala Proper,7.467,80.367,116.0,2022-04-08,2.5,77,5.778154082366058e-05
Kurunegala Proper,7.467,80.367,116.0,2022-04-22,0.43,80,0.00012069297107075911
Kurunegala Proper,7.467,80.367,116.0,2022-05-18,0.06,80,9.976452884577174e-05
Kurunegala Proper,7.467,80.367,116.0,2022-10-01,0.44,79,0.00015115110294191858
Kurunegala Proper,7.467,80.367,116.0,2023-03-03,0.01,83,0.0001511599984285764
Colombo Proper,6.9,79.867,7.0,2019-01-19,0.0,78,0.0004057500868150313
Kurunegala Proper,7.467,80.367,116.0,2019-12-31,0.0,83,0.00018072472389511402
Kurunegala Proper,7.467,80.367,116.0,2020-08-18,0.0,83,5.526428147442379e-05
Kurunegala Proper,7.467,80.367,116.0,2021-03-03,0.0,83,0.00010170428316292432
Kurunegala Proper,7.467,80.367,116.0,2021-03-13,0.0,86,0.00015100442488050255
Kurunegala Proper,7.467,80.367,116.0,2021-03-14,0.0,84,7.313690496249094e-05
Kurunegala Proper,7.467,80.367,116.0,2021-06-28,0.0,82,8.307201593837487e-05
Kurunegala Proper,7.467,80.367,116.0,2021-07-07,0.0,81,0.00017268676298382924
Kurunegala Proper,7.467,80.367,116.0,2021-07-21,0.0,83,2.7093382065425175e-05
Kurunegala Proper,7.467,80.367,116.0,2021-12-25,0.0,78,0.00024324591393659067
Kurunegala Proper,7.467,80.367,116.0,2022-06-22,0.04,81,0.00016582084306496062
Kurunegala Proper,7.467,80.367,116.0,2022-08-03,0.64,77,0.00010719544795743927
Kurunegala Proper,7.467,80.367,116.0,2023-01-17,0.09,78,6.211976302324262e-05
Colombo Proper,6.9,79.867,7.0,2020-03-02,0.0,83,0.00020608901487621827
Colombo Proper,6.9,79.867,7.0,2020-04-06,0.01,87,0.00021277451010511797
Colombo Proper,6.9,79.867,7.0,2020-09-17,0.07,83,8.805458787749973e-05
Colombo Proper,6.9,79.867,7.0,2020-09-27,0.0,82,6.616742823127159e-05
Kurunegala Proper,7.467,80.367,116.0,2019-01-22,0.0,82,0.0002374446632005548
Kurunegala Proper,7.467,80.367,116.0,2019-06-24,0.0,86,2.350395803767515e-05
Kurunegala Proper,7.467,80.367,116.0,2019-08-05,0.0,84,0.000159517808343871
Kurunegala Proper,7.467,80.367,116.0,2020-02-02,0.0,82,0.00010917891765454566
Kurunegala Proper,7.467,80.367,116.0,2021-01-12,0.0,78,0.00017585868045093243
Kurunegala Proper,7.467,80.367,116.0,2021-04-20,0.0,84,0.0001910206283831968
Kurunegala Proper,7.467,80.367,116.0,2021-07-04,0.24,81,0.00020046765085065317
Kurunegala Proper,7.467,80.367,116.0,2021-08-01,0.0,82,8.580303463690267e-05
Kurunegala Proper,7.467,80.367,116.0,2023-10-17,0.0,78,9.166983484764735e-05
Kurunegala Proper,7.467,80.367,116.0,2019-01-13,0.0,82,0.00014208914975443753
Kurunegala Proper,7.467,80.367,116.0,2020-03-15,0.0,86,0.00016368167057740165
Kurunegala Proper,7.467,80.367,116.0,2020-10-03,0.0,81,0.00010943267310832939
Kurunegala Proper,7.467,80.367,116.0,2021-05-18,0.0,85,0.0002567417392957826
Kurunegala Proper,7.467,80.367,116.0,2022-03-14,0.0,80,0.0002860405612540395
Kurunegala Proper,7.467,80.367,116.0,2023-04-22,0.31,83,9.954718220019383e-05
Kurunegala Proper,7.467,80.367,116.0,2023-10-30,2.7,78,0.0001090510229058983
Kurunegala Proper,7.467,80.367,116.0,2023-11-07,0.06,79,0.0001369132296864457
Colombo Proper,6.9,79.867,7.0,2019-07-18,0.08,83,9.54814764230264e-05
Kurunegala Proper,7.467,80.367,116.0,2019-10-07,0.52,80,6.0199268164158716e-05
Kurunegala Proper,7.467,80.367,116.0,2020-11-06,1.02,81,0.00020942029112457975
Kurunegala Proper,7.467,80.367,116.0,2021-05-01,0.53,83,0.00034672660819175336
Kurunegala Proper,7.467,80.367,116.0,2022-09-03,0.03,80,3.311384277117717e-05
Kurunegala Proper,7.467,80.367,116.0,2023-04-01,0.0,83,0.0001733594000915392
Colombo Proper,6.9,79.867,7.0,2019-05-21,0.0,85,0.0003381261473657659
Colombo Proper,6.9,79.867,7.0,2019-06-28,0.0,85,8.171133330754701e-05
Colombo Proper,6.9,79.867,7.0,2020-05-04,0.0,86,0.00023076801647530136
Kurunegala Proper,7.467,80.367,116.0,2019-09-19,0.13,81,6.506322566497633e-05
Kurunegala Proper,7.467,80.367,116.0,2020-11-21,0.04,80,0.0001957818752585149
Kurunegala Proper,7.467,80.367,116.0,2020-12-22,0.22,75,0.00010678027197993947
Kurunegala Proper,7.467,80.367,116.0,2021-05-07,0.76,79,0.00020397427517811328
Kurunegala Proper,7.467,80.367,116.0,2021-07-13,0.0,82,0.00011712498725018134
Kurunegala Proper,7.467,80.367,116.0,2022-01-21,0.0,77,0.00019734726029968118
Kurunegala Proper,7.467,80.367,116.0,2022-02-27,0.0,80,0.0001225585738617776
Kurunegala Proper,7.467,80.367,116.0,2023-01-31,0.0,77,9.308383979454204e-05
Kurunegala Proper,7.467,80.367,116.0,2023-02-11,0.0,81,0.00014930084000176394
Kurunegala Proper,7.467,80.367,116.0,2023-05-12,0.02,83,8.610916143273325e-05
Colombo Proper,6.9,79.867,7.0,2019-08-21,0.11,83,8.479952216441172e-05
Kurunegala Proper,7.467,80.367,116.0,2019-06-06,0.0,84,0.0001107527266757357
Kurunegala Proper,7.467,80.367,116.0,2021-01-29,0.0,79,0.0002026587310048402
Kurunegala Proper,7.467,80.367,116.0,2021-03-30,0.14,83,0.00020687316322349404
