City,Latitude,Longitudes,Elevation,Date,Precipitation,Temperature,HCHO_reading
Kurunegala Proper,7.467,80.367,116.0,2020-12-01,0.0,79,0.00015897837477498014
Kurunegala Proper,7.467,80.367,116.0,2021-01-30,0.0,81,0.0002001557642128359
Kurunegala Proper,7.467,80.367,116.0,2022-07-17,0.0,83,5.2335354805421296e-05
Kurunegala Proper,7.467,80.367,116.0,2023-02-24,0.0,82,0.00021192804253949876
Colombo Proper,6.9,79.867,7.0,2019-02-21,0.0,82,0.0002230429464187653
Colombo Proper,6.9,79.867,7.0,2019-09-15,1.07,80,0.00010085021847915163
Colombo Proper,6.9,79.867,7.0,2019-10-21,1.3,78,9.30933074164648e-05
Colombo Proper,6.9,79.867,7.0,2020-01-16,0.0,82,0.0002498712910220912
Colombo Proper,6.9,79.867,7.0,2020-02-03,0.0,83,0.0002472165544068208
Colombo Proper,6.9,79.867,7.0,2020-06-30,0.35,85,0.00010067578479271045
Kurunegala Proper,7.467,80.367,116.0,2019-04-08,0.19,86,0.0002901479325215971
Kurunegala Proper,7.467,80.367,116.0,2019-10-16,1.48,78,0.00014649400804169724
Kurunegala Proper,7.467,80.367,116.0,2020-01-13,0.0,82,0.00014854268588903281
Kurunegala Proper,7.467,80.367,116.0,2020-09-15,0.13,82,0.00010173379856993075
Kurunegala Proper,7.467,80.367,116.0,2021-12-28,0.0,80,0.00011708357276474049
Kurunegala Proper,7.467,80.367,116.0,2022-12-01,0.0,81,0.00015857932481310206
Kurunegala Proper,7.467,80.367,116.0,2023-04-02,0.0,81,0.00016854919547749713
Kurunegala Proper,7.467,80.367,116.0,2023-10-16,0.0,81,7.063523244093963e-05
Colombo Proper,6.9,79.867,7.0,2019-06-30,0.0,85,2.0964513707570187e-05
Colombo Proper,6.9,79.867,7.0,2020-01-12,0.0,83,0.00010708493420632839
Colombo Proper,6.9,79.867,7.0,2020-09-13,0.47,82,0.0001609683889167115
Kurunegala Proper,7.467,80.367,116.0,2020-01-27,0.0,83,0.00013870315179319607
Kurunegala Proper,7.467,80.367,116.0,2020-07-31,0.0,82,4.451502214499799e-05
Kurunegala Proper,7.467,80.367,116.0,2021-04-21,0.0,83,0.00034412524317078963
Kurunegala Proper,7.467,80.367,116.0,2022-07-12,0.0,83,6.72701991472819e-05
Kurunegala Proper,7.467,80.367,116.0,2023-02-04,0.04,81,3.626100358706693e-05
Kurunegala Proper,7.467,80.367,116.0,2023-08-05,0.0,84,0.00010281223923894615
Colombo Proper,6.9,79.867,7.0,2019-03-12,0.0,83,0.0002577451751777237
Colombo Proper,6.9,79.867,7.0,2020-03-06,0.0,85,0.00021083901464025268
Kurunegala Proper,7.467,80.367,116.0,2020-03-18,0.0,87,0.000306813957460147
Kurunegala Proper,7.467,80.367,116.0,2021-08-09,0.06,80,0.00019707126742113135
Kurunegala Proper,7.467,80.367,116.0,2022-10-29,0.0,81,0.0002199970479397136
Kurunegala Proper,7.467,80.367,116.0,2022-11-08,0.59,80,0.00010923083473735988
Kurunegala Proper,7.467,80.367,116.0,2023-05-18,0.0,85,0.0002271543796024057
Kurunegala Proper,7.467,80.367,116.0,2023-05-31,0.0,85,0.00023896079075085054
Kurunegala Proper,7.467,80.367,116.0,2023-12-16,0.44,78,4.435046058988194e-05
Colombo Proper,6.9,79.867,7.0,2019-05-20,0.0,86,0.0003986268368399866
Colombo Proper,6.9,79.867,7.0,2019-06-08,0.32,84,0.00012217992950528563
Colombo Proper,6.9,79.867,7.0,2019-06-24,0.09,86,0.00028857390861958265
Colombo Proper,6.9,79.867,7.0,2019-11-21,0.05,82,0.0002690103541566053
Kurunegala Proper,7.467,80.367,116.0,2020-06-14,0.0,84,0.00012643029452753967
Kurunegala Proper,7.467,80.367,116.0,2021-07-29,0.0,82,3.558047937221156e-05
Kurunegala Proper,7.467,80.367,116.0,2022-12-11,0.17,79,8.839638962966672e-05
Kurunegala Proper,7.467,80.367,116.0,2023-05-05,1.63,77,0.000205731449421783
Kurunegala Proper,7.467,80.367,116.0,2023-06-08,0.51,83,0.00010768344560401412
Colombo Proper,6.9,79.867,7.0,2019-02-12,0.0,83,5.8587178500602015e-05
Colombo Proper,6.9,79.867,7.0,2019-05-29,0.22,86,0.00019196456628477307
Colombo Proper,6.9,79.867,7.0,2019-07-28,0.0,84,0.0001041769215942744
Colombo Proper,6.9,79.867,7.0,2020-05-05,0.0,84,0.00020531845184601431
Colombo Proper,6.9,79.867,7.0,2020-08-14,0.0,83,6.551141187371996e-05
Kurunegala Proper,7.467,80.367,116.0,2019-10-26,0.04,81,0.00016195846520303633
Kurunegala Proper,7.467,80.367,116.0,2020-04-15,2.12,80,0.00026789499080636774
Kurunegala Proper,7.467,80.367,116.0,2021-03-18,0.0,84,0.00015563913299479788
Kurunegala Proper,7.467,80.367,116.0,2021-05-20,0.3,81,6.758245945677031e-05
Kurunegala Proper,7.467,80.367,116.0,2021-08-27,0.08,81,0.00013025629740178276
Kurunegala Proper,7.467,80.367,116.0,2021-12-02,0.0,80,0.00019429189378417845
Kurunegala Proper,7.467,80.367,116.0,2021-12-29,0.0,80,0.00011996791547604772
Kurunegala Proper,7.467,80.367,116.0,2023-02-01,0.14,77,0.00012643548539293162
Kurunegala Proper,7.467,80.367,116.0,2023-02-05,0.07,80,0.00013529450317428901
Kurunegala Proper,7.467,80.367,116.0,2023-09-18,0.0,78,7.516766978865285e-05
Colombo Proper,6.9,79.867,7.0,2020-02-19,0.0,82,0.0003606924125485871
Colombo Proper,6.9,79.867,7.0,2020-04-15,0.0,83,4.693396476795897e-05
Colombo Proper,6.9,79.867,7.0,2020-08-21,0.0,85,0.0001855142655410319
Kurunegala Proper,7.467,80.367,116.0,2019-01-06,0.0,82,0.00010155833001770782
Kurunegala Proper,7.467,80.367,116.0,2019-03-26,0.0,83,0.0002917578396021135
Kurunegala Proper,7.467,80.367,116.0,2019-11-05,0.01,83,0.00018437180091659106
Kurunegala Proper,7.467,80.367,116.0,2020-10-26,0.0,83,0.00020596721403154993
Kurunegala Proper,7.467,80.367,116.0,2020-12-26,0.0,76,7.504110056336763e-05
Kurunegala Proper,7.467,80.367,116.0,2021-02-07,0.12,80,5.887679599780196e-05
Kurunegala Proper,7.467,80.367,116.0,2021-09-21,0.14,81,8.828503879263299e-05
Kurunegala Proper,7.467,80.367,116.0,2022-06-13,0.0,83,0.00011177912533022203
Kurunegala Proper,7.467,80.367,116.0,2022-09-02,0.27,79,3.260494537034034e-05
Kurunegala Proper,7.467,80.367,116.0,2022-11-28,3.51,80,0.00012177991419599377
Kurunegala Proper,7.467,80.367,116.0,2023-08-27,0.0,86,0.00017318104361819823
Colombo Proper,6.9,79.867,7.0,2019-03-25,0.0,84,0.0003577663287879659
Colombo Proper,6.9,79.867,7.0,2019-10-10,0.0,83,0.0001929062722760271
Colombo Proper,6.9,79.867,7.0,2020-02-13,0.0,86,0.0002089000604718235
Colombo Proper,6.9,79.867,7.0,2020-04-04,1.77,83,0.00017131145958956622
Colombo Proper,6.9,79.867,7.0,2020-09-11,0.22,83,5.088969002586624e-05
Kurunegala Proper,7.467,80.367,116.0,2019-01-12,0.0,84,0.0001691712548577679
Kurunegala Proper,7.467,80.367,116.0,2019-02-15,0.0,87,6.0740207710781725e-05
Kurunegala Proper,7.467,80.367,116.0,2019-07-04,0.0,86,0.0001960435483633681
Kurunegala Proper,7.467,80.367,116.0,2020-06-17,0.0,83,0.0001119397700067496
Kurunegala Proper,7.467,80.367,116.0,2021-10-25,0.0,81,0.00015838160236985395
Kurunegala Proper,7.467,80.367,116.0,2022-03-04,0.0,80,0.00014457018254596774
Kurunegala Proper,7.467,80.367,116.0,2022-03-30,1.25,81,0.00012712629571816608
Kurunegala Proper,7.467,80.367,116.0,2023-09-27,0.15,80,0.00024652231312374947
Colombo Proper,6.9,79.867,7.0,2019-01-20,0.0,79,0.00016878562164797227
Colombo Proper,6.9,79.867,7.0,2019-09-05,0.13,83,6.189868745003109e-05
Colombo Proper,6.9,79.867,7.0,2020-02-18,0.0,83,0.0003318927710119802
Colombo Proper,6.9,79.867,7.0,2020-04-14,0.0,84,0.00022269607221989425
Kurunegala Proper,7.467,80.367,116.0,2019-11-13,0.0,83,6.125360635138347e-05
Kurunegala Proper,7.467,80.367,116.0,2021-02-10,0.0,81,9.328091245495949e-05
Kurunegala Proper,7.467,80.367,116.0,2021-03-23,0.0,83,4.0379571309284346e-05
Kurunegala Proper,7.467,80.367,116.0,2021-04-24,0.0,84,0.00027580118574332827
Kurunegala Proper,7.467,80.367,116.0,2022-01-17,0.0,81,0.00014035452636162134
Kurunegala Proper,7.467,80.367,116.0,2022-04-17,0.0,82,0.00017247791440686374
Kurunegala Proper,7.467,80.367,116.0,2022-05-06,0.0,82,9.072502667406133e-05
Kurunegala Proper,7.467,80.367,116.0,2023-12-31,0.06,79,0.0001080785867375466
Colombo Proper,6.9,79.867,7.0,2019-01-09,0.0,83,0.00012059789928530154
Colombo Proper,6.9,79.867,7.0,2019-02-20,0.52,82,0.0002720768387394868
Colombo Proper,6.9,79.867,7.0,2019-11-10,0.24,81,9.954417328117415e-05
Colombo Proper,6.9,79.867,7.0,2020-04-02,0.0,85,0.0002478837732618933
Colombo Proper,6.9,79.867,7.0,2020-05-13,0.13,84,0.00016318259173762225
Colombo Proper,6.9,79.867,7.0,2020-06-24,0.0,85,5.662947675622413e-05
Colombo Proper,6.9,79.867,7.0,2020-08-26,0.0,85,0.00012725378676003141
Kurunegala Proper,7.467,80.367,116.0,2020-05-25,0.0,85,8.508361281755051e-05
Kurunegala Proper,7.467,80.367,116.0,2020-10-07,0.0,81,0.000134449173776163
Kurunegala Proper,7.467,80.367,116.0,2020-10-25,0.0,83,0.00015482738489700523
Kurunegala Proper,7.467,80.367,116.0,2021-10-09,0.0,81,5.35220209219867e-05
Kurunegala Proper,7.467,80.367,116.0,2022-04-10,0.94,77,8.368835313408671e-05
Colombo Proper,6.9,79.867,7.0,2019-04-19,0.22,85,0.0001684974821728762
Colombo Proper,6.9,79.867,7.0,2020-09-22,0.76,80,7.417165978667402e-05
Kurunegala Proper,7.467,80.367,116.0,2019-09-16,0.95,78,7.158458322334444e-05
Kurunegala Proper,7.467,80.367,116.0,2019-11-09,0.0,85,8.715247531654315e-05
Kurunegala Proper,7.467,80.367,116.0,2020-05-06,1.26,81,0.00021784534474672524
Kurunegala Proper,7.467,80.367,116.0,2021-05-24,0.28,79,8.473019800257663e-05
Kurunegala Proper,7.467,80.367,116.0,2021-06-01,0.06,83,3.332387856440572e-05
Kurunegala Proper,7.467,80.367,116.0,2023-06-26,0.23,81,8.927203653682796e-05
Kurunegala Proper,7.467,80.367,116.0,2023-12-04,0.03,80,9.618002124564353e-05
Colombo Proper,6.9,79.867,7.0,2019-12-21,0.06,82,7.94898009867197e-05
Colombo Proper,6.9,79.867,7.0,2020-02-15,0.0,84,0.00030380175852302464
Colombo Proper,6.9,79.867,7.0,2020-05-14,0.0,86,0.00015030014931253027
Kurunegala Proper,7.467,80.367,116.0,2019-06-08,0.13,88,0.00010162823907485461
Kurunegala Proper,7.467,80.367,116.0,2020-05-04,0.2,85,0.0002513358555712242
Kurunegala Proper,7.467,80.367,116.0,2020-07-25,0.0,82,8.417180072954193e-05
Kurunegala Proper,7.467,80.367,116.0,2020-08-21,0.0,83,8.79050986462927e-05
Kurunegala Proper,7.467,80.367,116.0,2022-12-29,0.0,80,0.0002241502786107365
Kurunegala Proper,7.467,80.367,116.0,2023-05-25,0.0,84,0.00016419388075634766
Kurunegala Proper,7.467,80.367,116.0,2023-11-02,1.92,80,7.68750099476828e-05
Colombo Proper,6.9,79.867,7.0,2019-08-25,0.42,81,2.8320877798642062e-05
Colombo Proper,6.9,79.867,7.0,2019-09-27,0.0,81,0.00012225163065898164
Colombo Proper,6.9,79.867,7.0,2020-02-17,0.0,84,0.0003477809470272795
Colombo Proper,6.9,79.867,7.0,2020-03-20,0.0,82,0.00019863526856917163
Colombo Proper,6.9,79.867,7.0,2020-06-19,0.0,86,5.250919320498035e-05
Kurunegala Proper,7.467,80.367,116.0,2019-03-03,0.0,88,0.00012598668893637125
Kurunegala Proper,7.467,80.367,116.0,2019-03-21,0.0,84,0.00022952699920308434
Kurunegala Proper,7.467,80.367,116.0,2019-10-10,0.38,81,0.00016605765125464833
Kurunegala Proper,7.467,80.367,116.0,2020-01-15,0.0,81,0.0003007535762718043
Kurunegala Proper,7.467,80.367,116.0,2020-05-07,0.13,83,0.00020963802202403177
Kurunegala Proper,7.467,80.367,116.0,2020-05-30,0.0,85,0.00013630067057017096
Kurunegala Proper,7.467,80.367,116.0,2021-05-04,2.48,81,0.0002543579813507291
Kurunegala Proper,7.467,80.367,116.0,2021-10-10,0.06,82,4.061355933287466e-05
Kurunegala Proper,7.467,80.367,116.0,2022-01-19,0.0,80,0.0003180898930149758
Kurunegala Proper,7.467,80.367,116.0,2022-05-30,0.25,80,0.00010488835132135065
Kurunegala Proper,7.467,80.367,116.0,2022-06-16,0.0,81,0.00020811491806792877
Kurunegala Proper,7.467,80.367,116.0,2022-08-10,0.0,81,0.00012686627143290274
Kurunegala Proper,7.467,80.367,116.0,2023-08-21,0.0,86,0.00016782766712186928
Colombo Proper,6.9,79.867,7.0,2019-07-06,0.0,85,9.547040684925105e-06
Colombo Proper,6.9,79.867,7.0,2020-02-28,0.0,84,0.00021151951313700998
Kurunegala Proper,7.467,80.367,116.0,2019-11-30,0.21,80,0.0002146551398230611
Kurunegala Proper,7.467,80.367,116.0,2020-07-09,0.0,82,0.00017150353237386083
Kurunegala Proper,7.467,80.367,116.0,2020-09-17,0.04,81,9.846477142086222e-05
Kurunegala Proper,7.467,80.367,116.0,2021-04-23,0.0,83,0.00020731145050047878
Kurunegala Proper,7.467,80.367,116.0,2021-08-28,0.07,80,0.00017016137557888936
Kurunegala Proper,7.467,80.367,116.0,2021-12-03,0.0,82,8.041212089564072e-05
Kurunegala Proper,7.467,80.367,116.0,2023-03-16,0.22,80,0.00014196140188166162
Kurunegala Proper,7.467,80.367,116.0,2023-06-04,0.0,85,0.00019947514934090903
Colombo Proper,6.9,79.867,7.0,2019-10-28,0.67,78,0.00020001992773310275
Colombo Proper,6.9,79.867,7.0,2019-11-30,1.31,78,0.00032235882827080786
Colombo Proper,6.9,79.867,7.0,2020-03-03,0.0,83,0.0002824761524587368
Colombo Proper,6.9,79.867,7.0,2020-05-06,0.96,82,0.00017986888721672727
Kurunegala Proper,7.467,80.367,116.0,2019-03-27,0.0,87,0.0004375629936587657
Kurunegala Proper,7.467,80.367,116.0,2019-12-18,0.35,79,4.0947194818890464e-05
Kurunegala Proper,7.467,80.367,116.0,2020-09-07,0.43,81,0.00010985279817959977
Kurunegala Proper,7.467,80.367,116.0,2021-03-04,0.0,85,0.0002739085864811359
Kurunegala Proper,7.467,80.367,116.0,2021-03-16,0.0,85,0.0002901804801685678
Kurunegala Proper,7.467,80.367,116.0,2021-08-04,0.0,83,7.941438454882399e-05
Kurunegala Proper,7.467,80.367,116.0,2022-07-22,0.02,80,7.095943641720901e-05
Kurunegala Proper,7.467,80.367,116.0,2023-02-25,0.0,83,0.00016237174279500405
Kurunegala Proper,7.467,80.367,116.0,2023-10-15,0.93,78,4.9600630034231904e-05
Kurunegala Proper,7.467,80.367,116.0,2023-11-22,0.11,78,0.00013036126568890852
Colombo Proper,6.9,79.867,7.0,2019-02-25,0.0,83,0.00024246754293039564
Colombo Proper,6.9,79.867,7.0,2019-06-06,0.07,84,0.00010320249641295913
Colombo Proper,6.9,79.867,7.0,2019-11-09,0.43,81,6.201775344162803e-05
Kurunegala Proper,7.467,80.367,116.0,2019-06-17,0.0,85,6.254904112252405e-05
Kurunegala Proper,7.467,80.367,116.0,2020-03-14,0.0,81,0.0002728822591643172
Kurunegala Proper,7.467,80.367,116.0,2021-02-08,0.01,80,5.661204552062727e-05
Kurunegala Proper,7.467,80.367,116.0,2021-04-19,0.0,84,8.974215835403274e-05
Kurunegala Proper,7.467,80.367,116.0,2021-08-10,0.0,82,6.644381303171877e-05
Kurunegala Proper,7.467,80.367,116.0,2021-09-09,0.0,82,2.4109093387312957e-05
Kurunegala Proper,7.467,80.367,116.0,2021-10-17,0.13,81,9.774127794106027e-05
Kurunegala Proper,7.467,80.367,116.0,2022-10-15,1.19,77,0.00015313490597231938
Kurunegala Proper,7.467,80.367,116.0,2023-02-10,0.0,81,0.0001749972570066691
Kurunegala Proper,7.467,80.367,116.0,2023-02-26,0.0,81,0.00010330310951803837
Kurunegala Proper,7.467,80.367,116.0,2023-02-27,0.0,79,0.00010368811121206953
Kurunegala Proper,7.467,80.367,116.0,2023-03-04,0.02,79,0.0001960219846032631
Kurunegala Proper,7.467,80.367,116.0,2023-04-09,1.15,84,6.129663570476935e-05
Kurunegala Proper,7.467,80.367,116.0,2019-05-17,0.0,90,9.796423680909052e-05
Kurunegala Proper,7.467,80.367,116.0,2019-09-13,0.0,86,9.384045375456022e-05
Kurunegala Proper,7.467,80.367,116.0,2020-07-26,0.0,81,7.756233763211794e-05
Kurunegala Proper,7.467,80.367,116.0,2020-08-09,0.2,80,0.0001424185490167508
Kurunegala Proper,7.467,80.367,116.0,2022-09-30,0.2,80,0.00012346261393804178
Kurunegala Proper,7.467,80.367,116.0,2023-06-10,0.0,84,0.000165878691666638
Colombo Proper,6.9,79.867,7.0,2019-02-19,0.0,84,0.00031807866985063325
Colombo Proper,6.9,79.867,7.0,2019-05-10,0.0,87,0.00012536415827108134
Colombo Proper,6.9,79.867,7.0,2019-07-26,0.0,83,0.00017076070013081676
Colombo Proper,6.9,79.867,7.0,2020-02-07,0.0,82,0.00011820208460106588
Colombo Proper,6.9,79.867,7.0,2020-09-02,2.0,78,0.00010266726155691405
Kurunegala Proper,7.467,80.367,116.0,2020-01-14,0.0,81,0.00017475335171001047
Kurunegala Proper,7.467,80.367,116.0,2020-07-13,0.0,83,0.00017360164565681133
Kurunegala Proper,7.467,80.367,116.0,2020-08-27,0.0,84,0.00015731290911784416
Kurunegala Proper,7.467,80.367,116.0,2021-10-03,0.0,80,0.0002781429567052485
Kurunegala Proper,7.467,80.367,116.0,2022-02-12,0.0,81,0.00015157530873095534
Kurunegala Proper,7.467,80.367,116.0,2022-12-15,0.0,80,8.563541191381221e-05
Kurunegala Proper,7.467,80.367,116.0,2023-07-24,0.07,82,0.00010053961348978712
Colombo Proper,6.9,79.867,7.0,2019-05-31,0.06,85,9.379307690791867e-05
Colombo Proper,6.9,79.867,7.0,2020-05-10,0.0,84,0.000151994131332595
Colombo Proper,6.9,79.867,7.0,2020-07-03,0.35,83,0.00022936386622301205
Kurunegala Proper,7.467,80.367,116.0,2019-08-07,0.0,83,0.0001614629767598193
Kurunegala Proper,7.467,80.367,116.0,2020-09-01,0.0,81,3.913932272975209e-05
Kurunegala Proper,7.467,80.367,116.0,2020-10-24,0.01,82,0.00014481533274063516
Kurunegala Proper,7.467,80.367,116.0,2021-11-01,0.21,79,0.00018498745638306994
Kurunegala Proper,7.467,80.367,116.0,2021-11-27,1.29,79,3.713332873818786e-05
Kurunegala Proper,7.467,80.367,116.0,2022-11-09,0.2,78,0.0003417715575369086
Kurunegala Proper,7.467,80.367,116.0,2022-12-14,0.0,80,8.632565634277584e-05
Kurunegala Proper,7.467,80.367,116.0,2023-11-18,0.17,80,0.00033026002097841624
Colombo Proper,6.9,79.867,7.0,2019-05-05,0.0,84,6.995837420988969e-05
Colombo Proper,6.9,79.867,7.0,2019-06-18,0.01,87,0.00015833081357305082
Colombo Proper,6.9,79.867,7.0,2019-07-13,1.97,80,0.00012476927531162766
Colombo Proper,6.9,79.867,7.0,2019-09-08,0.0,85,0.00010519816768094976
Colombo Proper,6.9,79.867,7.0,2020-04-16,0.04,83,0.00019896343468485552
Kurunegala Proper,7.467,80.367,116.0,2019-02-10,2.51,84,7.523556172334847e-05
Kurunegala Proper,7.467,80.367,116.0,2019-04-10,0.51,89,0.0001457744638877626
Kurunegala Proper,7.467,80.367,116.0,2019-06-27,0.0,85,9.21571666151843e-05
Kurunegala Proper,7.467,80.367,116.0,2019-09-11,0.0,81,0.00010867770077537076
Kurunegala Proper,7.467,80.367,116.0,2020-04-10,0.0,82,0.0002245457994364487
Kurunegala Proper,7.467,80.367,116.0,2020-08-25,0.0,84,0.00019633075545499607
Kurunegala Proper,7.467,80.367,116.0,2021-07-27,0.27,81,6.246406484128463e-05
Kurunegala Proper,7.467,80.367,116.0,2022-07-16,0.03,83,5.5556904762682216e-05
Kurunegala Proper,7.467,80.367,116.0,2022-07-18,0.0,84,4.911380484816037e-05
Kurunegala Proper,7.467,80.367,116.0,2023-04-28,0.0,82,0.00010070645033283489
Kurunegala Proper,7.467,80.367,116.0,2023-05-01,1.23,81,8.246013588270498e-05
Kurunegala Proper,7.467,80.367,116.0,2023-08-02,0.0,83,0.00010701262579557513
Kurunegala Proper,7.467,80.367,116.0,2023-12-29,0.38,77,0.00013038900240648404
Colombo Proper,6.9,79.867,7.0,2019-01-27,0.02,82,0.00019732884353144639
Colombo Proper,6.9,79.867,7.0,2019-04-26,2.05,84,9.609132492696009e-05
Colombo Proper,6.9,79.867,7.0,2019-10-27,0.01,79,0.0001894530293130507
Colombo Proper,6.9,79.867,7.0,2020-07-12,0.95,82,0.00010636566993385592
Kurunegala Proper,7.467,80.367,116.0,2019-11-04,0.03,81,0.00012778779853039966
Kurunegala Proper,7.467,80.367,116.0,2019-11-16,1.07,81,8.507750857237296e-05
Kurunegala Proper,7.467,80.367,116.0,2020-01-25,0.0,86,1.7303302644902497e-05
Kurunegala Proper,7.467,80.367,116.0,2020-02-15,0.0,86,0.0002655561084769112
Kurunegala Proper,7.467,80.367,116.0,2020-08-15,0.0,82,0.00010526136983819694
Kurunegala Proper,7.467,80.367,116.0,2021-07-05,0.41,83,0.0001912073548950452
Kurunegala Proper,7.467,80.367,116.0,2023-03-09,0.0,84,0.0001607719413717699
Kurunegala Proper,7.467,80.367,116.0,2023-04-24,0.18,81,0.0003177713596736272
Colombo Proper,6.9,79.867,7.0,2019-01-25,0.0,83,0.0002820915300341781
Colombo Proper,6.9,79.867,7.0,2019-12-04,0.0,79,0.00011228381732441118
Colombo Proper,6.9,79.867,7.0,2020-01-08,0.0,84,0.000159444721198686
Colombo Proper,6.9,79.867,7.0,2020-01-17,0.0,83,0.00025165356257570023
Kurunegala Proper,7.467,80.367,116.0,2019-03-17,0.33,84,0.0001988515444004105
Kurunegala Proper,7.467,80.367,116.0,2019-05-05,0.0,85,8.02505700569093e-05
Kurunegala Proper,7.467,80.367,116.0,2019-08-27,0.57,81,0.00011351707219623137
Kurunegala Proper,7.467,80.367,116.0,2021-03-11,0.41,81,0.00017903893104919715
Kurunegala Proper,7.467,80.367,116.0,2021-09-02,0.11,80,3.9343693665587514e-05
Kurunegala Proper,7.467,80.367,116.0,2022-05-04,0.0,86,6.576488153176167e-05
Kurunegala Proper,7.467,80.367,116.0,2022-12-13,0.0,80,8.701590077173946e-05
Kurunegala Proper,7.467,80.367,116.0,2023-01-03,0.0,79,1.863130577960209e-06
Kurunegala Proper,7.467,80.367,116.0,2023-01-06,0.02,77,0.00011389532835289035
Kurunegala Proper,7.467,80.367,116.0,2019-06-09,0.0,83,0.00010312257570992356
Kurunegala Proper,7.467,80.367,116.0,2019-07-23,0.0,83,0.00011064011722067014
Kurunegala Proper,7.467,80.367,116.0,2019-08-22,0.42,78,3.6098233751505984e-05
Kurunegala Proper,7.467,80.367,116.0,2020-02-25,0.0,86,7.135234672442683e-05
Kurunegala Proper,7.467,80.367,116.0,2020-04-27,0.39,87,0.00010414455642799344
Kurunegala Proper,7.467,80.367,116.0,2020-06-07,0.76,80,0.00013580922479172882
Kurunegala Proper,7.467,80.367,116.0,2020-07-14,0.01,84,6.97088100830517e-05
Kurunegala Proper,7.467,80.367,116.0,2020-10-28,0.0,82,0.00018449496393880456
Kurunegala Proper,7.467,80.367,116.0,2020-12-30,0.0,81,0.0001792065387402562
Kurunegala Proper,7.467,80.367,116.0,2022-11-13,0.03,78,0.0001595519270216929
Kurunegala Proper,7.467,80.367,116.0,2023-03-29,0.0,85,0.00017079661972209924
Kurunegala Proper,7.467,80.367,116.0,2023-09-08,0.76,80,0.00012074858624841393
Colombo Proper,6.9,79.867,7.0,2019-05-06,0.0,85,3.904429319723554e-05
Colombo Proper,6.9,79.867,7.0,2019-10-09,0.0,83,0.00017219477908975972
Colombo Proper,6.9,79.867,7.0,2020-03-19,0.57,84,0.00023764066621307587
Colombo Proper,6.9,79.867,7.0,2020-08-22,0.02,83,0.00013838075467228046
Kurunegala Proper,7.467,80.367,116.0,2020-09-20,1.26,79,9.356123069725944e-05
Kurunegala Proper,7.467,80.367,116.0,2020-12-31,0.12,77,0.0001648742906034886
Kurunegala Proper,7.467,80.367,116.0,2022-03-03,0.01,84,0.00012558621638416285
Kurunegala Proper,7.467,80.367,116.0,2022-04-29,0.01,82,5.190921469956259e-05
Kurunegala Proper,7.467,80.367,116.0,2022-09-05,0.0,75,3.4131637572850827e-05
Kurunegala Proper,7.467,80.367,116.0,2022-11-02,0.92,79,0.0001439796804582843
Kurunegala Proper,7.467,80.367,116.0,2023-08-31,0.18,78,7.103144524408274e-05
Kurunegala Proper,7.467,80.367,116.0,2023-10-21,0.0,80,9.153886967005036e-05
Kurunegala Proper,7.467,80.367,116.0,2023-10-25,1.4,80,1.0817412703151803e-05
Colombo Proper,6.9,79.867,7.0,2019-04-04,0.0,85,0.00024014170630941398
Colombo Proper,6.9,79.867,7.0,2019-05-26,0.03,84,0.00011078022387005001
Colombo Proper,6.9,79.867,7.0,2019-11-06,0.02,83,0.00010850774930718768
Kurunegala Proper,7.467,80.367,116.0,2019-07-27,0.03,85,0.00011468193363168545
Kurunegala Proper,7.467,80.367,116.0,2019-12-27,0.0,85,0.00016427428743377297
Kurunegala Proper,7.467,80.367,116.0,2020-06-04,0.0,85,0.00015793373222074367
Kurunegala Proper,7.467,80.367,116.0,2020-07-23,0.0,81,0.0001306206172131915
Kurunegala Proper,7.467,80.367,116.0,2021-01-27,0.0,79,0.0001293113208020658
Kurunegala Proper,7.467,80.367,116.0,2021-02-05,0.0,80,0.00010893138178497397
Kurunegala Proper,7.467,80.367,116.0,2021-09-22,0.0,84,6.085871974295907e-05
Kurunegala Proper,7.467,80.367,116.0,2022-11-27,0.0,80,6.384809502530719e-05
Colombo Proper,6.9,79.867,7.0,2019-11-12,0.08,81,0.00022867480778989612
Colombo Proper,6.9,79.867,7.0,2020-03-08,0.0,84,0.0002378402403791619
Colombo Proper,6.9,79.867,7.0,2020-06-22,0.0,85,7.179510677216268e-05
Kurunegala Proper,7.467,80.367,116.0,2019-02-02,0.0,87,4.824408500716178e-05
Kurunegala Proper,7.467,80.367,116.0,2019-05-19,0.0,88,0.00017087345324338506
Kurunegala Proper,7.467,80.367,116.0,2019-08-24,0.28,85,6.706576912939614e-05
Kurunegala Proper,7.467,80.367,116.0,2020-03-20,0.0,85,0.00024928097384519497
Kurunegala Proper,7.467,80.367,116.0,2020-12-16,0.0,81,0.0001240650705014217
Kurunegala Proper,7.467,80.367,116.0,2021-01-22,0.0,83,2.52277270855322e-05
Kurunegala Proper,7.467,80.367,116.0,2021-07-06,0.01,82,0.00018194705893943722
Kurunegala Proper,7.467,80.367,116.0,2021-11-19,0.0,79,5.094272654100244e-05
Kurunegala Proper,7.467,80.367,116.0,2022-08-31,3.85,75,3.5778869448466736e-05
Kurunegala Proper,7.467,80.367,116.0,2022-11-24,0.0,80,4.485935801527789e-05
Kurunegala Proper,7.467,80.367,116.0,2023-06-27,0.16,80,7.867748247156103e-05
Kurunegala Proper,7.467,80.367,116.0,2023-11-11,0.16,80,5.8057704243341435e-05
